00:33:57,7019,0,0,0,0,0,0,0
00:33:57,7253,0,0,0,0,0,0,0
00:33:57,7000,0,0,0,1,0,1,0
00:34:02,7019,0,0,0,0,0,0,0
00:34:02,7253,0,0,0,0,0,0,0
00:34:02,7000,0,0,0,1,0,1,0
00:34:07,7019,0,0,0,0,0,0,0
00:34:07,7253,0,0,0,0,0,0,0
00:34:07,7000,0,0,0,1,0,1,0
00:34:12,7019,0,0,0,0,0,0,0
00:34:12,7253,0,0,0,0,0,0,0
00:34:12,7000,0,0,0,1,0,1,0
00:34:17,7019,0,0,0,0,0,0,0
00:34:17,7253,0,0,0,0,0,0,0
00:34:17,7000,0,0,0,1,0,1,0
00:34:22,7019,0,0,0,0,0,0,0
00:34:22,7253,0,0,0,0,0,0,0
00:34:22,7000,0,0,0,1,0,1,0
00:34:27,7019,0,0,0,0,0,0,0
00:34:27,7253,0,0,0,0,0,0,0
00:34:27,7000,0,0,0,1,0,1,0
00:34:32,7019,0,0,0,0,0,0,0
00:34:32,7253,0,0,0,0,0,0,0
00:34:32,7000,0,0,0,1,0,1,0
00:34:37,7019,0,0,0,0,0,0,0
00:34:37,7253,0,0,0,0,0,0,0
00:34:37,7000,0,0,0,1,0,1,0
00:34:42,7019,0,0,0,0,0,0,0
00:34:42,7253,0,0,0,0,0,0,0
00:34:42,7000,0,0,0,1,0,1,0
00:34:47,7019,0,0,0,0,0,0,0
00:34:47,7253,0,0,0,0,0,0,0
00:34:47,7000,0,0,0,1,0,1,0
00:34:52,7019,0,0,0,0,0,0,0
00:34:52,7253,0,0,0,0,0,0,0
00:34:52,7000,0,0,0,1,0,1,0
00:34:57,7019,0,0,0,0,0,0,0
00:34:57,7253,0,0,0,0,0,0,0
00:34:57,7000,0,0,0,1,0,1,0
00:35:02,7019,0,0,0,0,0,0,0
00:35:02,7253,0,0,0,0,0,0,0
00:35:02,7000,0,0,0,1,0,1,0
00:35:07,7019,0,0,0,0,0,0,0
00:35:07,7253,0,0,0,0,0,0,0
00:35:07,7000,0,0,0,1,0,1,0
00:35:12,7019,0,0,0,0,0,0,0
00:35:12,7253,0,0,0,0,0,0,0
00:35:12,7000,0,0,0,1,0,1,0
00:35:17,7019,0,0,0,0,0,0,0
00:35:17,7253,0,0,0,0,0,0,0
00:35:17,7000,0,1,0,1,0,1,0
00:35:22,7019,0,0,0,0,0,0,0
00:35:22,7253,0,0,0,0,0,0,0
00:35:22,7000,0,0,0,1,0,1,0
08:10:12,7023,0,0,0,0,0,0,0
08:10:12,7066,0,0,0,0,0,0,0
08:10:12,7051,0,0,0,1,0,1,0
08:10:12,7033,0,0,0,0,0,0,0
08:10:17,7023,0,0,0,0,0,0,0
08:10:17,7066,0,0,0,0,0,0,0
08:10:17,7051,0,0,0,1,0,1,0
08:10:17,7033,0,0,0,0,0,0,0
08:10:22,7023,0,0,0,0,0,0,0
08:10:22,7066,0,0,0,0,0,0,0
08:10:22,7051,0,0,0,1,0,1,0
08:10:22,7033,0,0,0,0,0,0,0
08:10:27,7023,0,0,0,0,0,0,0
08:10:27,7066,0,0,0,0,0,0,0
08:10:27,7051,0,0,0,2,0,2,0
08:10:27,7033,0,0,0,0,0,0,0
08:10:32,7023,0,0,0,0,0,0,0
08:10:32,7066,0,0,0,0,0,0,0
08:10:32,7051,0,0,0,2,0,2,0
08:10:32,7033,0,0,0,0,0,0,0
08:10:37,7023,0,0,0,0,0,0,0
08:10:37,7066,0,0,0,0,0,0,0
08:10:37,7051,0,0,0,2,0,2,0
08:10:37,7033,0,0,0,0,0,0,0
08:10:42,7023,0,0,0,0,0,0,0
08:10:42,7066,0,0,0,0,0,0,0
08:10:42,7051,0,0,0,3,0,3,0
08:10:42,7033,0,0,0,0,0,0,0
08:10:47,7023,0,0,0,0,0,0,0
08:10:47,7066,0,0,0,0,0,0,0
08:10:47,7051,0,0,0,4,0,4,0
08:10:47,7033,0,0,0,0,0,0,0
08:10:52,7023,0,0,0,0,0,0,0
08:10:52,7066,0,0,0,0,0,0,0
08:10:52,7051,0,0,0,4,0,4,0
08:10:52,7033,0,0,0,0,0,0,0
08:10:57,7023,0,0,0,0,0,0,0
08:10:57,7066,0,0,0,0,0,0,0
08:10:57,7051,0,0,0,4,0,4,0
08:10:57,7033,0,0,0,0,0,0,0
08:11:02,7023,0,0,0,0,0,0,0
